Geneid	4N_ZFP821_WT_RNA_seq_rep1	4N_ZFP821_WT_RNA_seq_rep2	4N_ZFP821_KO_RNA_seq_rep1	4N_ZFP821_KO_RNA_seq_rep2
Cers3	12752	13964	13248	11621
Lins1	505	515	606	552
Asb7	639	698	704	634
Gm33570	22	27	20	11
Gm33515	0	0	0	0
Aldh1a3	15	21	27	25
Mir7057	0	0	0	0
Gm45989	0	0	0	1
Lrrk1	11	22	17	26
Gm33442	0	0	0	0
Gm18988	0	0	0	0
Gm23042	0	0	0	0
Chsy1	315	311	460	725
Selenos	2390	2662	3838	3644
Snrpa1	1148	1235	1618	1523
Gm51486	0	0	0	0
Pcsk6	29	24	42	43
Gm20684	4	3	0	0
1810008I18Rik	6	3	4	2
Gm51485	0	1	0	0
Gm7551	0	0	1	0
Tm2d3	635	597	661	572
Gm33234	117	131	161	122
Gm51484	9	11	9	5
Tarsl2	105	116	190	172
BC046251	0	0	0	1
Tjp1	3321	3384	3639	4148
1810049I09Rik	1017	1147	1055	904
Gm17918	3	2	10	14
Gm17908	0	0	1	0
Gm32963	9	3	5	2
Gm51521	0	0	0	0
Nsmce3	872	1025	1513	1476
Fam189a1	28	57	29	33
Apba2	18	15	20	30
Mcee	6	8	28	36
Mphosph10	1096	1327	1259	1373
Gm17930	0	1	4	2
Fan1	144	153	195	240
Mtmr10	1192	1219	1287	1218
Mir6416	0	0	0	0
Mir211	0	0	0	0
Trpm1	432	460	442	289
Gm45988	0	0	0	0
Gm20670	44	49	42	46
Gm32633	0	0	0	0
Gm51514	0	0	0	0
Gm39024	16	10	11	4
E030018B13Rik	0	3	1	1
Gm27252	363	325	363	387
Klf13	129	128	330	331
Gm32345	1	0	0	0
Gm44720	0	0	0	0
Gm39023	0	0	0	0
Gm7482	0	0	0	0
Gm18804	0	0	1	1
Gm3307	1	0	1	0
Gm5898	21	21	61	64
Otud7a	720	834	1027	821
4930554H23Rik	35	32	43	54
Chrna7	46	33	62	91
Gm5333	11	5	10	15
A26c2	553	661	769	690
Gm9445	4	2	13	5
Gm22494	0	0	0	0
Vmn2r-ps61	15	13	9	9
Atp5l-ps1	0	0	0	0
Peg12	5	4	6	12
Mkrn3	63	81	88	80
Magel2	9	2	2	16
Ndn	51	58	58	104
Gm32061	0	0	0	0
Gm42395	0	0	0	0
Mir344i	0	0	0	0
Gm18472	0	0	0	0
Mir344f	0	0	0	0
Gm23431	0	0	0	0
Mir344g	0	0	0	0
A330076H08Rik	0	0	0	0
Mir344-2	0	0	0	0
Gm3257	0	0	0	0
Gm19032	0	0	0	0
Mir344	0	0	0	0
Mir344c	0	0	0	0
Mir344b	2	0	1	7
Mir344h-2	0	0	1	0
Mir344h-1	0	2	0	0
Mir344e	0	0	1	1
Mir344d-3	2	0	1	0
A230057D06Rik	25	24	11	17
Mir344d-2	0	0	0	0
Mir344d-1	0	0	0	0
Ube2nl	0	2	3	2
B230209E15Rik	0	0	0	1
Gm31652	0	0	0	0
Gm51483	0	0	1	0
A230006K03Rik	4	2	6	3
Gm29729	0	0	3	0
Gm7394	0	0	0	0
Gm10297	925	912	1121	1209
Gm3198	0	0	0	0
Gm30196	0	0	0	0
Gm18129	3	0	0	1
Gm7367	1	0	0	6
Gm18908	0	0	0	0
Snurf	0	0	0	0
Snrpn	2	5	0	1
LOC115486845	6	6	9	1
Snord64	0	0	2	0
Gm22373	0	2	0	0
Snord116l12	0	0	0	0
Snord116l11	0	0	0	0
Snord116l10	0	0	0	0
Snord116l9	0	0	0	0
Snord116l1	0	0	0	0
Snord116l3	0	0	0	0
Snord116l4	0	0	0	0
Snord116l5	0	0	0	0
Snord116l6	0	0	0	0
Snord116l7	0	0	0	0
Snord116l8	0	0	0	0
Snord116l2	0	0	0	0
Snord116l13	0	0	0	0
Snord116l14	0	0	0	0
Snord116l15	0	0	0	0
Snord116l16	0	0	0	0
Gm25615	0	0	0	0
Snord116l17	0	0	0	0
Gm26433	0	0	0	0
Gm22812	0	0	0	0
Gm23619	0	0	0	0
Gm26201	0	0	0	0
Gm22258	0	0	0	0
Gm26097	0	0	0	0
Gm25597	0	0	0	0
Gm22047	0	0	0	0
Gm26246	0	0	0	0
Gm22941	0	0	0	0
Gm25474	0	0	0	0
Gm22631	0	0	0	0
Gm25157	0	0	0	0
Gm25074	0	0	0	0
Gm22851	0	0	0	0
LOC115486763	0	0	0	0
Gm25210	0	0	0	0
Gm23446	0	0	0	0
Gm22776	0	0	0	0
Gm25471	0	0	0	0
Gm23313	0	0	0	0
Gm26502	0	0	0	0
Gm25350	0	0	0	0
Gm24760	0	0	0	0
Gm22046	0	0	0	0
Gm24618	0	0	0	0
Gm22863	0	0	0	0
Gm26032	0	0	0	0
Gm26332	0	0	0	0
Gm23953	0	0	0	0
Gm23047	0	0	0	0
Gm25944	0	0	0	0
Gm24518	0	0	0	0
Gm23265	0	0	0	0
Gm26188	0	0	0	0
Gm24711	0	0	0	0
Gm23089	0	0	0	0
Gm26270	0	0	0	0
Gm22584	0	0	0	0
Gm22417	0	0	0	0
Gm23767	0	0	0	0
Gm23141	0	0	0	0
Gm25816	0	0	0	0
Gm25155	0	0	0	0
Gm24264	0	0	0	0
Gm24609	0	0	0	0
Gm26365	0	0	0	0
Gm24153	0	0	0	0
Gm22131	0	0	0	0
LOC115486752	0	0	0	0
Gm26504	0	0	0	0
Gm23862	0	0	0	0
Ipw	0	0	0	0
Gm25870	0	0	0	0
Gm23560	0	0	0	0
Gm26434	0	0	0	0
Gm25710	0	0	0	0
Gm22912	0	0	0	0
Gm24137	0	0	0	0
Gm22449	0	0	0	0
Gm22391	0	0	0	0
Gm23575	0	0	0	0
Gm25017	0	0	0	0
Gm22253	0	0	0	0
Gm24100	0	0	0	0
Gm24759	0	0	0	0
Gm25146	0	0	0	0
Gm25984	0	0	0	0
Gm25452	0	0	0	0
Gm26284	0	0	0	0
Gm26374	0	0	0	0
Gm22629	0	0	0	0
Gm23944	0	0	0	0
Gm25087	0	0	0	0
Gm24952	0	0	0	0
Gm22640	0	0	0	0
Gm25194	0	0	0	0
Gm26467	0	0	0	0
Gm24570	0	0	0	0
Gm23688	0	0	0	0
Gm23618	0	0	0	0
Gm24652	0	0	0	0
Gm22274	0	0	0	0
Gm24021	0	0	0	0
Gm23286	0	0	0	0
Gm22050	0	0	0	0
Gm24040	0	0	0	0
Gm25089	0	0	0	0
Gm25840	0	0	0	0
Gm25585	0	0	0	0
Gm25742	0	0	0	0
Gm26334	0	0	0	0
Gm24654	0	0	0	0
Gm23682	0	0	0	0
Gm25209	0	0	0	0
Gm25085	0	0	0	0
Gm24206	0	0	0	0
Gm23305	0	0	0	0
Gm24585	0	0	0	0
Gm22627	0	0	0	0
Gm25230	0	0	0	0
Gm24219	0	0	0	0
Gm26392	0	0	0	0
Gm22252	0	0	0	0
Gm25647	0	0	0	0
Gm25823	0	0	0	0
Gm22909	0	0	0	0
Gm24310	0	0	0	0
Gm25461	0	0	0	0
Gm23310	0	0	0	0
Gm23449	0	0	0	0
Gm22255	0	0	0	0
Gm25523	0	0	0	0
Gm24495	0	0	0	0
Gm25462	0	0	0	0
Gm26432	0	0	0	0
Gm24702	0	0	0	0
Gm25098	0	0	0	0
Gm26283	0	0	0	0
Gm26336	0	0	0	0
Gm26366	0	0	0	0
Gm26390	0	0	0	0
Gm23254	0	0	0	0
Gm22632	0	0	0	0
Gm26200	0	0	0	0
Gm24926	0	0	0	0
Gm22834	0	0	0	0
Gm25077	0	0	0	0
Gm22511	0	0	0	0
Gm25175	0	0	0	0
Gm26059	0	0	0	0
Gm25741	0	0	0	0
Gm22630	0	0	0	0
Gm22524	0	0	0	0
Gm24027	0	0	0	0
Gm22510	0	0	0	0
Gm25088	0	0	0	0
Gm25874	0	0	0	0
Gm23076	0	0	0	0
Gm22111	0	0	0	0
Gm24566	0	0	0	0
Gm24639	0	0	0	0
Gm22393	0	0	0	0
Gm23687	0	0	0	0
Gm24418	0	0	0	0
Gm25120	0	0	0	0
Gm23471	0	0	0	0
Gm26389	0	0	0	0
Gm25221	0	0	0	0
Gm25988	0	0	0	0
Gm22130	0	0	0	0
Gm23145	0	0	0	0
Gm26337	0	0	0	0
Gm24872	0	0	0	0
Gm25449	0	0	0	0
Gm23356	0	0	0	0
Gm24528	0	0	0	0
Gm25229	0	0	0	0
Gm25463	0	0	0	0
Gm24088	0	0	0	0
Gm24799	0	0	0	0
Gm26466	0	0	0	0
Gm22348	0	0	0	0
Gm24866	0	0	0	0
Gm24862	0	0	0	0
Gm23933	0	0	0	0
Gm23660	0	0	0	0
Gm26498	0	0	0	0
Gm25646	0	0	0	0
Gm26499	0	0	0	0
Gm22996	0	0	0	0
Gm26096	0	0	0	0
Gm25314	0	0	0	0
Gm23922	0	0	0	0
Gm26230	0	0	0	0
Gm24657	0	0	0	0
Gm25121	0	0	0	0
Gm24417	0	0	0	0
Gm24969	0	0	0	0
Gm24653	0	0	0	0
Gm24220	0	0	0	0
Gm26488	0	0	0	0
Gm25156	0	0	0	0
Gm25934	0	0	0	0
Gm24306	0	0	0	0
Gm25648	0	0	0	0
Gm22496	0	0	0	0
LOC115486747	0	0	0	0
Gm25499	0	0	0	0
Snhg14	27	23	32	32
Ube3a	4730	4998	4355	5014
Gm9377	0	0	0	0
Gm9375	0	0	0	0
Gm9373	0	0	0	0
Gm18453	0	0	0	0
Gm6226	4	5	5	2
Gm39019	0	0	0	0
Atp10a	963	1014	835	1185
n-TEttc7	0	0	0	0
Gm26288	0	0	0	0
Gm23911	0	0	0	0
Gm18127	0	0	0	0
Gm34272	0	0	0	0
Gm5596	0	0	0	1
Gabrb3	107	79	64	91
Mir6389	0	0	0	0
Gabra5	48	36	33	27
Gm9962	0	0	0	0
Gm39017	17	21	18	38
Gm18308	0	0	0	1
Gm18642	0	0	0	0
Gm17987	0	0	0	0
Gm17984	0	0	0	0
Gabrg3	8	10	3	12
Oca2	9	15	23	20
Gm19187	1	0	0	0
Gm51510	2	3	6	5
Herc2	13660	14154	14465	16523
Gm34121	39	63	76	87
Rps12l1	0	0	0	0
Nipa1	70	62	73	165
A230056P14Rik	158	172	126	115
Nipa2	640	645	799	973
Gm17907	0	0	0	0
Cyfip1	271	290	430	538
Tubgcp5	848	908	963	1304
Siglech	0	0	0	0
Gm39015	0	0	0	1
Gm26482	0	0	0	0
Gm9367	0	0	0	0
LOC115486569	0	0	0	0
Gm17838	0	0	0	0
Luzp2	3	1	1	1
Gm6290	0	0	0	0
Gm5776	0	1	10	6
Mir6238	0	0	0	0
Gm9362	0	0	0	0
Gm51512	0	0	0	0
Gm33990	0	0	0	0
Gm18906	0	0	0	0
Gm22444	3	2	2	3
Gm33898	1634	1742	1799	1433
Gm6181	0	0	1	0
Gm20074	0	0	0	0
Gm51482	0	1	0	1
Gm9357	0	0	0	2
1700015G11Rik	138	146	226	230
Svip	6209	6459	5713	6212
Gas2	598	657	762	712
Fancf	43	64	97	115
Gm33290	0	0	0	0
Gm7336	0	0	0	1
Gm42402	0	0	0	1
Slc17a6	6	14	3	8
Gm33136	0	0	1	0
Ano5	1265	1318	1128	1241
Gm33190	23	27	30	38
Gm9354	0	0	1	0
Gm33015	1	3	2	1
Gm16478	0	0	0	0
Gm21037	0	0	0	0
Gm21036	0	0	0	0
Gm21035	0	0	0	0
Gm21034	0	0	0	0
Gm21033	0	0	0	0
Gm21032	0	0	0	0
Gm9343	0	0	0	0
4933405O20Rik	369	465	264	241
Nell1os	15	7	7	7
Nell1	33	35	48	50
Slc6a5	0	0	0	2
Prmt3	244	290	456	570
Gm45986	147	149	172	161
Htatip2	1455	1516	2006	1848
Gm32962	17	9	21	21
Gm45985	0	0	0	0
Dbx1	1	0	0	0
Gm32694	27	21	42	37
Gm51447	0	0	0	0
Gm51448	6	7	3	4
9130015G15Rik	3	0	2	5
Gm32849	175	166	444	338
Nav2	2927	3279	3436	3805
Gm18559	0	0	0	0
LOC115486410	0	2	3	0
Gm2788	109	101	141	156
LOC115486422	1	0	0	0
E2f8	1259	1330	1313	1294
Csrp3	3	0	0	0
Zdhhc13	948	965	1160	1220
Gm32263	20	22	12	10
Gm45086	145	173	212	200
Mrgprb11-ps	35	30	22	36
Mrgprb3	2	6	11	2
Gm18353	0	1	3	1
Mrgprb9-ps	0	0	0	0
Mrgprb2	15	17	13	12
Mrgprx2	0	0	0	0
Mrgprb1	0	0	0	0
Gm51465	0	0	0	0
Mrgprb8	0	0	3	0
Gm18357	0	0	0	0
Mrgprb13	0	0	0	0
Gm18356	0	0	0	0
Mrgprb4	0	0	0	0
Gm18352	0	0	0	0
Mrgprb5	0	0	0	0
Gm51464	26	19	15	9
Gm18351	0	0	0	0
Mrgprb12-ps	0	0	1	0
Mrgprb7-ps	0	0	0	0
Mrgprx1	0	0	0	0
Mrgpra4	0	0	0	0
Mrgprc2-ps	0	0	0	0
Gm5734	0	0	0	0
Gm18350	0	0	0	0
Mrgpra18-ps	0	0	0	0
Gm18349	0	0	0	0
Mrgprc7-ps	0	0	0	0
Gm18348	0	0	0	0
Gm5733	0	0	0	0
Mrgprc3-ps	0	0	0	0
Gm2707	0	0	0	0
Mrgprc1-ps	0	0	0	0
Mrgpra3	0	0	0	0
Gm9322	0	0	0	0
Gm9717	0	0	0	0
Mrgprc4-ps	0	0	0	0
Gm7255	0	0	0	0
Mrgpra2b	1	0	3	0
Mrgpra2a	0	0	0	0
Gm25326	0	0	0	0
Mrgpra1	0	0	0	0
Mrgprx3-ps	0	0	0	0
Mrgpra9	0	0	0	0
Gm18347	0	0	0	0
Mrgpra6	0	0	0	0
Gm14377	0	3	0	0
Mir7056	0	0	0	0
Ptpn5	1	4	2	5
LOC102637012	0	0	0	0
Tmem86a	100	101	206	240
Gm32031	96	83	126	96
Spty2d1	1372	1503	1540	1705
Gm9999	393	375	438	439
Gm31941	0	0	3	0
C86187	1	3	3	2
Gm19248	0	0	0	0
Gm39012	0	2	0	1
Uevld	172	188	228	236
Tsg101	1914	2091	2613	2214
Ldhc	100883	105424	110494	98950
Gm39011	74	78	86	59
Ldha	51970	53505	49917	44707
Gm5331	2	0	2	0
Gm9392	2	1	2	3
Gtf2h1	7860	8520	8388	8730
Hps5	1819	2037	2586	2408
Saa2	0	0	0	0
Saa1	20	21	30	36
Saa-ps	11	4	6	9
Saa4	10	14	11	21
Gm31882	13	12	14	17
Saa3	0	0	1	1
Saal1	978	964	1307	1204
Tph1	2	7	3	4
LOC115486835	0	0	0	0
LOC115486521	8	11	6	4
Sergef	34	37	65	69
Kcnc1	111	128	244	187
Myod1	2	0	4	11
Gm45923	0	0	0	0
Otog	64	91	213	174
Ush1c	28	29	48	25
Abcc8	93	90	130	188
Gm51481	1	0	3	0
Kcnj11	13	29	47	33
Gm18706	0	0	0	0
Gm39010	1	3	7	3
Nomo1	11206	11950	14487	12693
Abcc6	1	4	9	9
Gm45983	3	2	2	4
Gm9712	2	16	22	17
Ccdc114	1731	1873	2807	2597
Emp3	332	358	349	335
Tmem143	44	42	62	68
Syngr4	4192	4601	9568	7691
Kdelr1	845	864	1147	1133
Grin2d	2470	2516	3056	3114
Grwd1	539	582	1008	1000
Kcnj14	4	2	14	27
Cyth2	4837	5441	8548	7578
Lmtk3	53	62	77	109
Gm5897	51	51	40	55
Gm39009	0	3	0	0
Gm31597	0	0	0	2
Sult2b1	0	0	0	8
Spaca4	245	215	283	255
Fam83e	220	277	321	346
Rpl18	6637	6993	10697	9371
Sphk2	1861	1908	2536	2490
Dbp	100	85	196	178
Car11	5	7	5	9
Ntn5	70	58	48	44
Sec1	2305	2631	3286	2861
Gm39008	2	2	3	5
Fut2	3	1	10	5
Mamstr	2	4	10	19
A030001D20Rik	68	66	99	86
Rasip1	97	84	154	210
Izumo1	339	381	278	388
Fut1	0	1	0	1
Fgf21	3	5	12	5
Gm31479	6	5	5	6
Bcat2	198	219	346	324
0610005C13Rik	2	0	2	2
Hsd17b14	1	5	11	7
Plekha4	420	421	641	668
Ppp1r15a	180	193	418	417
Nucb1	2031	2112	4130	3995
Tulp2	5192	5226	5567	5487
Dhdh	359	407	396	434
Bax	295	289	485	674
Ftl1	476	550	1430	1874
Gys1	42	39	86	77
Ruvbl2	8020	8475	10828	9219
Lhb	656	665	703	733
Ntf5	18	28	33	33
Kcna7	142	138	126	144
Snrnp70	3150	3339	5196	4915
Lin7b	9	5	25	27
Mtag2	1	8	4	4
Ppfia3	34	26	49	46
Hrc	5	5	2	4
Rpl14-ps1	26	23	65	72
Trpm4	257	297	418	425
Gm39006	2	1	5	5
Slc6a21	18141	19332	23127	21938
Gm23585	0	0	0	0
Slc6a16	3137	3231	4014	3817
Cd37	26	26	31	57
Tead2	103	125	200	279
Dkkl1	20265	22079	35635	30269
Gm31097	7	2	3	5
Kash5	4894	5232	7625	6137
Pth2	26	37	49	47
Gfy	39	37	113	76
Mir7055	0	0	1	0
Slc17a7	225	230	443	547
Pih1d1	4035	4241	6869	6100
Aldh16a1	376	481	766	919
Flt3l	14	18	44	49
Snord32a	13	5	7	3
Mir5121	0	0	0	0
Snord33	0	6	4	2
Snord34	4	1	0	3
Snord35a	0	0	1	0
Rpl13a	3890	4310	10411	10287
Snord35b	4	3	7	9
Rps11	4788	5228	8345	8142
Mir150	0	0	0	0
Fcgrt	9	13	11	23
Rcn3	14	13	22	36
Nosip	2715	2894	3896	3385
Prrg2	485	548	767	659
Prr12	273	297	824	1108
Rras	290	374	460	537
Mir7054	6	1	1	1
Scaf1	2737	2817	4438	3867
Irf3	2342	2573	3672	3100
Bcl2l12	2827	3013	4381	3739
Gm15545	28	26	50	48
Prmt1	1343	1331	1774	2032
Cpt1c	3129	3478	4167	3636
Tsks	1647	1724	2213	2210
Gm31028	16	5	6	1
Ap2a1	8751	9267	10419	9593
Fuz	938	882	1282	1120
Med25	2330	2529	3766	3665
Ptov1	913	959	1427	1362
Pnkp	1333	1424	2137	1744
Mir707	0	0	0	0
Akt1s1	1468	1428	2664	2290
Tbc1d17	884	992	1425	1328
Il4i1	9	9	15	7
Il4i1b	372	444	840	697
Nup62	5016	5704	8095	7563
Atf5	142	130	215	195
Gm29791	4	0	0	1
Vrk3	4609	4974	6845	6193
Zfp473	718	718	789	731
Izumo2	120	160	228	250
2310016G11Rik	0	0	0	0
Gm18256	0	0	0	0
Myh14	27	27	39	77
Kcnc3	42	29	42	34
Napsa	1	1	2	2
Nr1h2	2214	2204	2871	2549
Mir7053	0	0	0	1
Pold1	1672	1765	3207	3119
Spib	2	0	4	6
Mybpc2	8	3	9	13
Fam71e1	1141	1236	1470	1520
Emc10	1287	1239	2028	2114
5430431A17Rik	2	0	2	0
Mir7052	2	3	13	11
Josd2	509	562	825	728
Aspdh	3	1	10	7
Gm39003	0	3	1	5
Lrrc4b	3	2	8	15
Gm39002	0	0	2	1
Syt3	56	66	83	88
Gm39001	36	30	31	48
1700008O03Rik	758	825	989	913
Shank1	800	888	1187	989
Clec11a	160	159	228	192
Gm7238	3	1	4	8
Gm18307	0	0	0	0
Gm18905	24	36	25	17
Gm15517	244	296	274	204
Acp4	81	86	103	102
LOC115486842	4	12	14	13
Snord88a	3	3	17	8
Snord88c	3	0	9	16
LOC115486841	0	0	0	0
2410002F23Rik	416	444	1049	1095
Gm36864	1941	2006	2434	2303
1700028J19Rik	18666	19503	23743	21267
Klk1	11	12	5	13
Gm10109	86	88	99	88
Klk1b5	3	2	1	3
Klk1b4	2	1	1	2
Klk1b3	5	7	2	2
Klk1b24	16	40	23	12
Klk1b23-ps	0	0	0	0
Klk1b16	0	0	2	3
Klk1b22	3	12	7	1
Klk1b15-ps	0	0	0	0
Klk1b14-ps	0	1	0	0
Klk1b27	13	18	23	12
Klk1b19-ps	0	0	0	0
Klk1b28-ps	0	0	0	0
Klk1b18-ps	0	0	0	0
Klk1b26	26	32	20	29
Klk1b12-ps	0	0	0	0
Klk1b21	32	33	35	14
Klk1b11	0	0	0	0
Klk1b10-ps	0	0	0	0
Klk1b9	17	22	31	14
Klk1b1	0	0	0	0
Klk1b2-ps	0	0	0	0
Klk1b8	96	86	105	117
Klk1b7-ps	21	32	31	27
Klk15	1	3	3	3
Klk2-ps	33	40	42	40
Klk4	0	0	0	1
Gm45173	0	0	0	0
Klk5	0	0	0	0
Klk6	0	0	1	1
Klk7	1	0	0	0
Klk8	2	5	11	17
Klk9	0	1	1	0
Klk10	0	0	1	3
Klk11	0	0	0	0
Klk12	0	0	0	1
2310002F09Rik	0	0	0	0
Klk13	0	0	1	0
Klk14	0	0	0	1
Ctu1	36	41	34	75
Siglece	170	193	205	165
Ceacam18	5	5	10	12
Zfp819	191	187	148	188
Zfp719	222	226	197	278
Zfp658	16	31	23	35
Cd33	6	4	9	12
Gm2511	385	368	457	516
Gm9278	3	4	2	4
4931406B18Rik	934	964	1249	1269
Iglon5	214	227	225	197
Vsig10l	35	30	49	53
Gm39000	1	5	6	2
Mir7051	0	1	1	2
Etfb	111	102	171	227
Cldnd2	152	184	115	153
Nkg7	0	1	1	0
Lim2	0	0	1	0
Gm38999	1	3	2	9
Siglecg	0	0	0	0
Siglecf	1	2	0	3
Zfp715	933	968	946	1042
Gm35588	80	67	71	61
EU599041	51	40	45	50
Gm18208	23	5	8	5
Zfp936	347	365	372	333
Rpl18a-ps4	0	0	0	0
Gm17768	32	69	38	36
Vmn2r126	0	0	1	1
Gm9294	0	0	0	0
Gm9266	0	0	0	0
Vmn2r63	0	0	0	0
Gm7211	1	0	1	2
Gm2381	24	24	19	30
Vmn2r62	0	0	0	0
Gm6004	9	7	4	5
Gm18128	0	0	0	0
LOC115486519	13	10	10	16
Gm17067	28	41	20	27
Gm38998	6	8	6	12
Zfp975	24	20	15	27
Zfp976	20	25	22	36
Zfp977	184	172	172	152
Gm21028	107	136	72	66
Gm35353	9	11	14	9
Gm19246	0	0	1	0
Zfp141	315	334	338	328
4933421I07Rik	557	570	556	435
Vmn2r-ps60	0	0	0	0
Vmn2r-ps59	0	0	0	0
Gm5594	0	0	0	0
Vmn2r-ps58	0	0	0	0
Vmn2r61	0	0	0	0
Gm2308	0	1	0	0
Vmn2r60	0	0	1	0
Ccnb1-ps	12	8	15	20
Gm7224	0	0	1	0
Hmgb1-ps7	4	4	4	11
Vmn2r59	0	0	0	0
Vmn2r-ps57	0	0	0	0
Vmn2r58	1	2	0	0
Vmn2r-ps56	0	0	1	0
Vmn2r-ps55	0	4	1	1
Cd9-ps	0	1	0	0
Gm6872	1	0	0	1
Vmn2r-ps54	27	53	27	34
Gm9252	29	19	23	24
Zfp788	744	737	690	779
Gm51480	1	0	0	3
Gm6871	247	236	198	212
Gm15470	1	3	0	1
AW146154	47	43	51	75
Vmn2r57	13	14	13	30
Gm17102	1	3	0	0
AI987944	1598	1700	1328	1568
Gm9246	6	1	3	5
Gm17791	0	0	0	1
Topbp1-ps1	656	750	872	715
Gm5592	25	24	30	41
Gm9244	1	0	0	0
Gm6866	31	47	41	63
Gm34811	55	67	86	67
Gm5896	0	0	1	0
Gm2128	11	18	26	35
Gm6820	11	8	3	4
Gm9239	39	49	43	45
1700110I07Rik	106	121	188	175
Gm4884	103	123	116	141
Gm38997	14	18	31	28
4930433I11Rik	218	232	164	171
Vstm2b	1	6	7	7
Gm51479	19	4	14	15
Gm25784	0	1	0	0
A230077H06Rik	21	21	19	14
4933402C06Rik	38	37	43	45
Gm38996	2	4	3	1
Gm6851	2	1	0	0
Gm34052	0	0	0	0
Gm9230	0	0	0	0
Gm2021	0	0	0	0
Gm26327	0	0	0	0
Gm2058	10	5	17	13
Gm17983	0	0	0	0
Gm33989	260	258	279	517
Zfp619	55	48	40	57
Gm28455	15	10	18	18
Gm51478	2	0	1	0
Zfp939	222	282	274	234
Gm5590	0	0	0	0
LOC115486596	0	0	0	0
Gm5114	85	87	75	114
Gm9271	122	131	100	157
Gm18831	362	383	1060	868
Gm29258	0	2	2	2
LOC115486859	1	6	4	3
Gm33382	104	122	121	112
Gm9226	0	0	0	0
Gm16387	33	25	14	25
Gm6124	36	70	65	75
Gm1988	44	38	36	48
Gm33067	107	127	181	194
Gm1982	2	1	3	5
Gm6833	0	0	1	4
LOC115486858	6	2	5	1
Gm32110	1	2	8	1
Gm21152	2	0	0	4
Gm21142	8	4	16	8
Gm21136	37	31	36	58
Gm21129	23	30	23	40
Gm24797	10	0	3	5
1700010N08Rik	358	369	368	340
Gm21122	1	2	0	0
Gm21276	32	41	44	54
Gm21115	45	31	37	69
LOC115486857	7	8	5	4
Gm20749	1	0	1	4
Gm4454	39	59	42	44
Gm29087	36	60	65	85
Gm5591	47	63	57	68
Gm6819	8	5	5	11
Gm6605	60	39	59	82
Gm6818	53	57	59	79
Gm22638	16	5	15	5
Gm28453	488	519	525	575
Gm4451	4	1	1	0
Gm9220	76	74	81	136
Pop4	1187	1397	1780	1627
Plekhf1	44	42	71	64
1600014C10Rik	8	8	20	17
D530033B14Rik	0	0	2	4
Gm22203	0	0	0	0
Gm30912	0	0	0	0
Ccne1	381	347	615	653
Gm30771	41	62	53	47
Gm30684	7	7	5	5
Uri1	852	942	990	1223
Gm22302	0	0	0	0
4930505M18Rik	249	245	280	219
Gm51477	0	0	0	0
Gm30483	14	25	8	17
Gm30544	84	73	68	82
Zfp536	310	301	330	310
Gm28077	0	1	0	0
Gm38439	0	0	0	0
Gm38995	1	0	0	1
Gm29919	0	0	0	0
Gm38994	0	0	0	0
Gm28075	72	66	61	75
Gm28076	95	100	113	105
Gm36830	0	0	0	0
Gm36464	1	3	2	3
Gm36567	20	12	17	22
Gm36656	0	0	0	0
Tshz3	25	35	56	69
Gm36722	29	19	51	45
Gm36420	0	0	0	0
Gm38992	0	0	0	0
Gm9211	4	1	2	1
Gm46016	4	8	1	8
Gm36340	0	0	0	0
Rpl17-ps9	1	2	2	1
Gm38991	1	1	0	1
Gm36286	0	0	1	0
Gm38990	42	35	37	47
Gm36234	0	0	0	0
E130304I02Rik	14	14	12	16
Zfp507	2151	2378	2463	2188
Dpy19l3	116	153	270	329
Gm42379	0	3	0	0
Pdcd5	4600	4866	5804	5447
Ankrd27	2357	2481	2717	2906
Rgs9bp	27	24	35	36
Nudt19	110	127	218	248
Gm18558	66	88	111	112
Tdrd12	7019	7529	7964	7270
Slc7a9	8	13	4	6
Gm18254	0	4	0	1
Gm42378	1	1	3	1
Cep89	3218	3416	4670	4435
Faap24	450	432	616	600
Gm51476	0	2	2	3
Rhpn2	158	180	242	366
Gpatch1	399	452	597	688
Wdr88	87	107	116	124
n-TTagt9	0	0	0	0
Gm38989	79	78	99	94
Gm24505	0	0	0	0
Lrp3	10	5	14	25
Slc7a10	2	8	20	16
Gm38988	0	0	0	1
Gm35889	0	0	0	1
Gm35665	0	0	1	0
Gm51475	0	0	0	0
Gm35724	0	0	1	0
Cebpa	21	21	90	79
Gm35611	6	4	4	3
Gm45095	108	90	115	107
Cebpg	3981	4343	4459	4218
Gm35484	3	3	6	7
Gm35534	5	2	1	12
Gm25922	0	0	0	0
Pepd	180	173	333	285
Gm38987	0	1	0	0
Chst8	2	9	6	4
Gm12781	1	1	3	4
Kctd15	64	93	131	198
Gm35378	0	0	0	0
Gm12784	5	5	6	3
Gm35297	0	0	0	1
Gm12764	268	230	268	273
Gm12774	0	1	0	0
Lsm14a	864	931	1543	1847
Garre1	2084	2254	2861	3125
Gm12758	13	22	13	21
Gm12762	11	12	34	36
Gpi1	3244	3227	4778	5100
Pdcd2l	1308	1326	2251	2074
Gm12778	0	2	0	3
Uba2	8190	8628	9923	9874
Wtip	251	217	422	550
Scgb1b30	0	0	0	0
Gm12760	0	0	0	0
Scgb1b27	0	0	0	0
Scgb2b27	0	0	0	0
Gm12755	0	0	0	0
Gm12773	0	0	0	0
Scgb1b26-ps	0	0	0	0
Scgb2b26	0	0	0	0
